NM_MUNICIPIO,NM_VEREADOR,SG_PARTIDO_VEREADOR,DS_COMPOSICAO_COLIGACAO_VEREADOR,QT_VOTOS_VEREADOR
CAMOCIM,ELIANE,MDB,MDB,45.0
CAMOCIM,ELVIRA FREITAZ,PSL,PSL,5.0
CAMOCIM,EMANOEL VIEIRA,PDT,PDT,1223.0
CAMOCIM,ERASMO GOMES,PSL,PSL,952.0
CAMOCIM,ERILENE SABINO,PSDB,PSDB,14.0
CAMOCIM,EXPEDITO NASCIMENTO,PDT,PDT,229.0
CAMOCIM,FRANCISCO DA NOVA LOJA,PSDB,PSDB,67.0
CAMOCIM,FRANCISCO RICARDO,PC do B,PC do B,46.0
CAMOCIM,FUMACINHA DO ESPORTE,PC do B,PC do B,11.0
CAMOCIM,GEOMAR SOTERO,PC do B,PC do B,1053.0
CAMOCIM,GEONNE,PTB,PTB,180.0
CAMOCIM,GERSON SANTOS,PSL,PSL,82.0
CAMOCIM,GONE,PMN,PMN,45.0
CAMOCIM,GUGU DO CAZUMBI,PSDB,PSDB,40.0
CAMOCIM,HAMON DOURADO,PMN,PMN,22.0
CAMOCIM,HENRIQUE ALBANO,MDB,MDB,219.0
CAMOCIM,IRACILDA,PDT,PDT,1552.0
CAMOCIM,IRAN DO TAMBORIL,PC do B,PC do B,31.0
CAMOCIM,IRMÃO ANTONIO LUIS,PSDB,PSDB,6.0
CAMOCIM,IRMÃO COUTINHO,PSB,PSB,19.0
CAMOCIM,IVANILDA PEREIRA,PSDB,PSDB,13.0
CAMOCIM,JAMES DO PEIXE,PDT,PDT,1122.0
CAMOCIM,JAMES PIRES,PC do B,PC do B,66.0
CAMOCIM,JAMES VERAS,PT,PT,83.0
CAMOCIM,JAMILE,PC do B,PC do B,9.0
CAMOCIM,JANE,PMN,PMN,1.0
CAMOCIM,JEOVA VASCONCELOS,PDT,PDT,1176.0
CAMOCIM,JONNES COSTA,MDB,MDB,199.0
CAMOCIM,JOÃO PRAIANO,PMN,PMN,233.0
CAMOCIM,JOÃO SALES,PSL,PSL,74.0
CAMOCIM,JULIANO CRUZ,PC do B,PC do B,866.0
CAMOCIM,JUNIOR PEREIRA,PDT,PDT,383.0
CAMOCIM,JÚNIOR DO PEIXE,PSDB,PSDB,14.0
CAMOCIM,KLEBER,PDT,PDT,1483.0
CAMOCIM,LEIZER LANCHES,PSDB,PSDB,66.0
CAMOCIM,LIVIO DA MERCEARIA,PSDB,PSDB,55.0
CAMOCIM,LUCIA MELO,PDT,PDT,967.0
CAMOCIM,LUCIANO CARNEIRO,PSL,PSL,47.0
CAMOCIM,LUIZA FONTENELE,MDB,MDB,35.0
CAMOCIM,MAESTRO MIGUEL ARCANJO,PSL,PSL,280.0
CAMOCIM,MAGNA LIMA,PC do B,PC do B,10.0
CAMOCIM,MAIKELINE,PMN,PMN,13.0
CAMOCIM,MANELZINHO DO MILHO VERDE,PSDB,PSDB,25.0
CAMOCIM,MARADONNA,MDB,MDB,29.0
CAMOCIM,MARCOS COELHO,PSDB,PSDB,946.0
CAMOCIM,MARCOS RODRIGO,PSB,PSB,5.0
CAMOCIM,MARIA DO PACOL,PMN,PMN,37.0
CAMOCIM,MARINALDA,MDB,MDB,19.0
CAMOCIM,MARQUES DO BOQUEIRAO,MDB,MDB,284.0
CAMOCIM,MARUJO,PMN,PMN,27.0
CAMOCIM,MASTRO,PDT,PDT,796.0
CAMOCIM,MELO DO FORRÓ,PMN,PMN,20.0
CAMOCIM,MIGUEL FILHO,MDB,MDB,99.0
CAMOCIM,NAGEL CUNHA,PMN,PMN,120.0
CAMOCIM,NALDO ARAUJO,PDT,PDT,922.0
CAMOCIM,NATRICIA ALMEIDA,MDB,MDB,26.0
CAMOCIM,NAZARÉ TELES,PC do B,PC do B,73.0
CAMOCIM,NETO VAULINO,MDB,MDB,796.0
CAMOCIM,NILSON DA GOINHA,PDT,PDT,851.0
CAMOCIM,OLIETE,PC do B,PC do B,536.0
CAMOCIM,OLIVEIRA DA PESQUEIRA,PC do B,PC do B,447.0
CAMOCIM,PRINCESA DE AMARELAS,PMN,PMN,60.0
CAMOCIM,PROFESSOR MÁRIO ROBERTO,PC do B,PC do B,1232.0
CAMOCIM,PROFESSOR SEBASTIÃO,PSDB,PSDB,15.0
CAMOCIM,PROFESSORA ALDACY,PSL,PSL,383.0
CAMOCIM,PROFESSORA CECILIA,MDB,MDB,102.0
CAMOCIM,PROFESSORA IVANEIS,PMN,PMN,14.0
CAMOCIM,RAIMUNDO DA FUNERÁRIA,PMN,PMN,39.0
CAMOCIM,RAIMUNDO DOS KM'S,PSDB,PSDB,103.0
CAMOCIM,RAIMUNDO NONATO,PC do B,PC do B,43.0
CAMOCIM,RAY FONTENELE,PSOL,PSOL,49.0
CAMOCIM,RICARDO LIMA,PMN,PMN,243.0
CAMOCIM,RICARDO VASCONCELOS,PDT,PDT,777.0
CAMOCIM,RITA DE CASSIA,PDT,PDT,137.0
CAMOCIM,ROBERTO MARQUES,PMN,PMN,28.0
CAMOCIM,ROQUE,MDB,MDB,598.0
CAMOCIM,ROSELENA UCHÔA,PT,PT,72.0
CAMOCIM,ROSINHA BOLOS,PSL,PSL,64.0
CAMOCIM,ROSIVAN NASCIMENTO,PMN,PMN,412.0
CAMOCIM,SANDRA DO ANANIAS,PSDB,PSDB,12.0
CAMOCIM,SARGENTO FRANÇA,PSDB,PSDB,19.0
CAMOCIM,SEU BUTINHO,MDB,MDB,23.0
CAMOCIM,TAMIRES,PC do B,PC do B,9.0
CAMOCIM,TETÉ DA SAÚDE,PSDB,PSDB,233.0
CAMOCIM,TIA LIDU,PDT,PDT,735.0
CAMOCIM,TIA VERA,PMN,PMN,82.0
CAMOCIM,TININHA,PDT,PDT,166.0
CAMOCIM,TOINHA DO POVO,MDB,MDB,22.0
CAMOCIM,UDERLENE PINHEIRO,PDT,PDT,538.0
CAMOCIM,VALDEMIR BRAGA,MDB,MDB,154.0
CAMOCIM,VALDIVINO FELIX,PMN,PMN,345.0
CAMOCIM,VANDECARLOS,PMN,PMN,4.0
CAMOCIM,VITÓRIA RODRIGUES,PSL,PSL,41.0
CAMOCIM,XANDINHA DA POP,PMN,PMN,122.0
CAMOCIM,ZE ROMILDO,MDB,MDB,191.0
CAMOCIM,ZEZINHO SILVA,PDT,PDT,600.0
CAMOCIM,ÉDSON RODRIGUES,PMN,PMN,27.0
CAMPOS SALES,ANA PAULA GOMES,MDB,MDB,20.0
CAMPOS SALES,ARY FEITOSA,PSD,PSD,989.0
CAMPOS SALES,CEZAR COSTA,PSD,PSD,981.0
CAMPOS SALES,CHICO DA LADEIRA,PDT,PDT,331.0
CAMPOS SALES,CIBELLY ARRAIS,PSD,PSD,6.0
CAMPOS SALES,CLAUDIA,CIDADANIA,CIDADANIA,12.0
CAMPOS SALES,CONRADO SILVA,CIDADANIA,CIDADANIA,3.0
CAMPOS SALES,CÉSAR DO CALDO,PT,PT,76.0
CAMPOS SALES,DEDÉ DO INHARÉ,PDT,PDT,686.0
CAMPOS SALES,DERCINHO,CIDADANIA,CIDADANIA,676.0
CAMPOS SALES,DIANA LAVOR,PDT,PDT,435.0
CAMPOS SALES,DR NETO,PDT,PDT,785.0
CAMPOS SALES,DR ROBSON,CIDADANIA,CIDADANIA,1097.0
CAMPOS SALES,DRA. MORGANA FORTALEZA,PDT,PDT,740.0
CAMPOS SALES,ELIONETE LEITE,PDT,PDT,829.0
CAMPOS SALES,ELZINHA,PDT,PDT,649.0
CAMPOS SALES,GERMANO DO INHARÉ,CIDADANIA,CIDADANIA,72.0
CAMPOS SALES,GILBERTO MOURA,PSD,PSD,3.0
CAMPOS SALES,JENILTON,PDT,PDT,1007.0
CAMPOS SALES,KLEIANE FURTADO LACERDA,PDT,PDT,34.0
CAMPOS SALES,MAIARA DO BATALHAO,CIDADANIA,CIDADANIA,3.0
CAMPOS SALES,MANON,MDB,MDB,184.0
CAMPOS SALES,MORENA,PDT,PDT,328.0
CAMPOS SALES,NETO DINIZ,PDT,PDT,336.0
CAMPOS SALES,NILDA ROMÃO,PSD,PSD,38.0
CAMPOS SALES,PAULO DO CARMELÓPOLIS,CIDADANIA,CIDADANIA,56.0
CAMPOS SALES,PROFESSOR FELIPE ALVES,PDT,PDT,856.0
CAMPOS SALES,REPÓRTER PK,PSD,PSD,53.0
CAMPOS SALES,SELMA DO BATALHAO,CIDADANIA,CIDADANIA,46.0
CAMPOS SALES,TAÉU HENRIQUE DOS BARREIROS,CIDADANIA,CIDADANIA,47.0
CAMPOS SALES,VALMIR ALENCAR JUNIOR,PDT,PDT,598.0
CAMPOS SALES,VANDERLEI DE JOAO DE RITA,CIDADANIA,CIDADANIA,154.0
CAMPOS SALES,VISSELMO,PDT,PDT,605.0
CAMPOS SALES,WANDESON,PDT,PDT,1423.0
CANINDÉ,ADAILTON CRUZ,PMN,PMN,451.0
CANINDÉ,ADRIANO SILVA,PL,PL,7.0
CANINDÉ,ADRIANO XIMENES,PSB,PSB,954.0
CANINDÉ,ALBERTO SILVA,PC do B,PC do B,102.0
CANINDÉ,ALCIR DA SUCAM,PMB,PMB,6.0
CANINDÉ,ALEMAO,SOLIDARIEDADE,SOLIDARIEDADE,285.0
CANINDÉ,ALEXANDRE MARREIRO,PMN,PMN,346.0
CANINDÉ,ALEXSANDRO JUSTA,PSB,PSB,469.0
CANINDÉ,ALICE RODRUGUES,PC do B,PC do B,5.0
CANINDÉ,ALISON DO CICLISTA,PC do B,PC do B,13.0
CANINDÉ,ALTENOR SILVA,PC do B,PC do B,5.0
CANINDÉ,ARISTOTELES FREITAS,PSD,PSD,142.0
CANINDÉ,ARLEISE,DEM,DEM,813.0
CANINDÉ,ASSIS VIEIRA,PSB,PSB,436.0
CANINDÉ,AURELIO ARRUDA,PSD,PSD,106.0
CANINDÉ,BETÂNIA ROCHA,PSB,PSB,132.0
CANINDÉ,CARLINDA VASCONCELOS,SOLIDARIEDADE,SOLIDARIEDADE,11.0
CANINDÉ,CARLOS CARNEIRO,PL,PL,90.0
CANINDÉ,CARLÃO DA ACADEMIA,REDE,REDE,46.0
CANINDÉ,CHAGAS BARROS,PSD,PSD,260.0
CANINDÉ,CHAGUINHA GUARDA,PSD,PSD,463.0
CANINDÉ,CHAVEIRO LENILSON,PL,PL,41.0
CANINDÉ,CHICO JUSTA,DEM,DEM,1373.0
CANINDÉ,CHICO MENDONÇA,PTC,PTC,1.0
CANINDÉ,CICERO CRUZ TAXISTA,PC do B,PC do B,21.0
CANINDÉ,CINTHIA SAMPAIO,PSD,PSD,462.0
CANINDÉ,CORONEL LUCIANO,SOLIDARIEDADE,SOLIDARIEDADE,162.0
CANINDÉ,COSMINHO,PMN,PMN,9.0
CANINDÉ,CRISTINA CAVALCANTE,PSB,PSB,246.0
CANINDÉ,DARA SOUSA,PC do B,PC do B,5.0
CANINDÉ,DEDÉ,PSD,PSD,58.0
CANINDÉ,DIASSIS BENTO,PSD,PSD,417.0
CANINDÉ,DIASSIS GALDINO,PT,PT,2.0
CANINDÉ,DOMINGOS SÁVIO,PL,PL,150.0
CANINDÉ,DR AROLDO UCHOA,PSD,PSD,155.0
CANINDÉ,DR JESUS,PSB,PSB,483.0
CANINDÉ,EDILENE COSTA,PSB,PSB,414.0
CANINDÉ,EDILSON TOME,PT,PT,121.0
CANINDÉ,EDINALDO LOURENÇO,PMN,PMN,617.0
CANINDÉ,ELVA ALMEIDA,PSD,PSD,12.0
CANINDÉ,ENFERMEIRA VALDIZIA,DEM,DEM,67.0
CANINDÉ,ERICLAUDIO,PT,PT,6.0
CANINDÉ,ERNANE,PL,PL,435.0
CANINDÉ,ERYVAN GUARDA,PMN,PMN,138.0
CANINDÉ,ESTEVAO,SOLIDARIEDADE,SOLIDARIEDADE,26.0
CANINDÉ,EUDES CRUZ,PMN,PMN,318.0
CANINDÉ,EUFRAZIO BATISTA,PT,PT,381.0
CANINDÉ,EUGENIO BARROS,PT,PT,298.0
CANINDÉ,EURICIDIO MOTA,PMN,PMN,382.0
CANINDÉ,EVANGELISTA DA CERÂMICA,PSB,PSB,85.0
CANINDÉ,FABIO SOARES,DEM,DEM,393.0
CANINDÉ,FABIO XAVIER,PSD,PSD,650.0
CANINDÉ,FABRÍCIA BORGES,PSB,PSB,5.0
CANINDÉ,FATINHA DO LONGA,PSD,PSD,41.0
CANINDÉ,FERREIRA JUSTA,SOLIDARIEDADE,SOLIDARIEDADE,20.0
CANINDÉ,FLAVIO CUNHA,SOLIDARIEDADE,SOLIDARIEDADE,76.0
CANINDÉ,FOME,PSB,PSB,575.0
CANINDÉ,GALVANI O ALVIN,PMN,PMN,50.0
CANINDÉ,GALVÃO,PSD,PSD,1.0
CANINDÉ,GEOVANE VARELA,PC do B,PC do B,20.0
CANINDÉ,GERMANA,SOLIDARIEDADE,SOLIDARIEDADE,13.0
CANINDÉ,GILDETE SOUSA,REDE,REDE,7.0
CANINDÉ,GILVAN MONTEIRO,DEM,DEM,6.0
CANINDÉ,GIOVANE LIRA,PSD,PSD,928.0
CANINDÉ,GLAUCIO ROCHA,PSB,PSB,216.0
CANINDÉ,GLEISON FEITOSA,PL,PL,498.0
CANINDÉ,GRACINHA SILVA,PC do B,PC do B,7.0
CANINDÉ,GUSTAVO CORDEIRO,PMN,PMN,111.0
CANINDÉ,HAROLDO BARROS,REDE,REDE,7.0
CANINDÉ,HELTIN DO SINDICATO,PT,PT,488.0
CANINDÉ,IRMÃ ANA ELIAS,PT,PT,16.0
CANINDÉ,IRMÃO CESAR DA MISSÃO,PL,PL,39.0
CANINDÉ,IRMÃO MICKAELL REINALDO,PSB,PSB,114.0
CANINDÉ,IRMÃO OSVALDO PROFETA,PSD,PSD,5.0
CANINDÉ,IVANIR FELIX,REDE,REDE,15.0
CANINDÉ,IVANIZA DOS TARGINOS,PL,PL,29.0
CANINDÉ,IZAAC S. LIMA,PC do B,PC do B,37.0
CANINDÉ,JERINHA COLARES,PC do B,PC do B,405.0
CANINDÉ,JERUSA CAMELÔ,PMN,PMN,143.0
CANINDÉ,JORGE DA BUCHADA,PTC,PTC,18.0
CANINDÉ,JOSENILDO MIGUEL,PT,PT,335.0
CANINDÉ,JOSÉ FREITAS,PMN,PMN,441.0
CANINDÉ,JOSÉ GOMES,REDE,REDE,3.0
CANINDÉ,JUCILANE TEIXEIRA,PMN,PMN,29.0
CANINDÉ,JULIANA RODRIGUES,PC do B,PC do B,6.0
CANINDÉ,JUNIOR CASTELO,PSB,PSB,782.0
CANINDÉ,JÚNIOR MOURÃO,DEM,DEM,207.0
CANINDÉ,KARLINDA COELHO,PSB,PSB,764.0
CANINDÉ,KARUCÃO DO SERTÃO,PMN,PMN,21.0
CANINDÉ,LAIRTON MELO,PSB,PSB,43.0
CANINDÉ,LARA MESQUITA,PT,PT,538.0
CANINDÉ,LINDACY AMARO,REDE,REDE,5.0
CANINDÉ,LOANNA FREITAS,PMN,PMN,4.0
CANINDÉ,MANIN BARROSO,DEM,DEM,1085.0
CANINDÉ,MANOEL DEODATO,SOLIDARIEDADE,SOLIDARIEDADE,1509.0
CANINDÉ,MISSIONARIA SILVIA,PL,PL,96.0
CANINDÉ,MOACYR CLAUDINO,PL,PL,171.0
CANINDÉ,MÁRCIA DOS CAMPOS,PSB,PSB,38.0
CANINDÉ,MÁRCIO SOUSA,DEM,DEM,1322.0
CANINDÉ,MÁRDILA NOGUEIRA,PL,PL,7.0
CANINDÉ,NAIANE RODRIGUES,PT,PT,264.0
CANINDÉ,NARA CAMILA,PTC,PTC,17.0
CANINDÉ,NEILA XIMENES,DEM,DEM,67.0
CANINDÉ,NENÉM,DEM,DEM,67.0
CANINDÉ,ORINILDO,PSD,PSD,560.0
CANINDÉ,PATRICIA NERI,PL,PL,3.0
CANINDÉ,PAULA REIS,PMN,PMN,6.0
CANINDÉ,PAULÃO,PC do B,PC do B,35.0
CANINDÉ,PEDRO MENDONÇA,PL,PL,12.0
CANINDÉ,PINTO,PSB,PSB,8.0
CANINDÉ,PREFESSOR CLAUDIO COELHO,PSD,PSD,23.0
CANINDÉ,PRISCILA MAGALHAES,PT,PT,656.0
CANINDÉ,PROFESSOR ALCI JUNIOR,PSD,PSD,31.0
CANINDÉ,PROFESSOR EVELTON,SOLIDARIEDADE,SOLIDARIEDADE,1333.0
CANINDÉ,PROFESSOR HOSANO,PL,PL,28.0
CANINDÉ,PROFESSOR JARDEL SOUSA,PT,PT,891.0
CANINDÉ,PROFESSOR JUNIOR MELLO,PT,PT,583.0
CANINDÉ,PROFESSOR SERGIO,SOLIDARIEDADE,SOLIDARIEDADE,1191.0
CANINDÉ,PROFESSORA EDIVANIA RODRIGUES,SOLIDARIEDADE,SOLIDARIEDADE,35.0
CANINDÉ,PROFESSORA LORENA,SOLIDARIEDADE,SOLIDARIEDADE,916.0
CANINDÉ,PROFESSORA MARIA MENDES,SOLIDARIEDADE,SOLIDARIEDADE,87.0
CANINDÉ,PROFESSORA NOELIA BASTOS,PMN,PMN,184.0
CANINDÉ,PROFESSORA RITA DE CASSIA,PSD,PSD,7.0
CANINDÉ,PROFESSORA TATIANA,PSD,PSD,1392.0
CANINDÉ,PROFESSORA ZENILDA,PL,PL,17.0
CANINDÉ,RAI PALITO,PC do B,PC do B,19.0
CANINDÉ,RAIMUNDO ALVES,PSB,PSB,594.0
CANINDÉ,RAIMUNDO DO AGRESTE,PT,PT,51.0
CANINDÉ,RAUL PINTO,PSB,PSB,268.0
CANINDÉ,RENATA MARTINS,PMN,PMN,12.0
CANINDÉ,RENATO PERITO,DEM,DEM,446.0
CANINDÉ,ROMILDO ROCHA,DEM,DEM,131.0
CANINDÉ,RONALDO FORTE,PL,PL,14.0
CANINDÉ,RÔMULO MAGALHÃES,PMN,PMN,253.0
CANINDÉ,SALETE CRISOSTOMO,PT,PT,318.0
CANINDÉ,SANDRA ARRUDA,PL,PL,236.0
CANINDÉ,SANDRA CORDEIRO,DEM,DEM,1798.0
CANINDÉ,SARGENTO GLEITON,PMN,PMN,27.0
CANINDÉ,SGT NASCIMENTO PINTO,DEM,DEM,1207.0
CANINDÉ,SILENE BATISTA,PSD,PSD,25.0
CANINDÉ,SILVANILDO PIPEIRO,PT,PT,55.0
CANINDÉ,SOCORRO PAULINO,PT,PT,55.0
CANINDÉ,STERFFSON JOTA,PL,PL,450.0
CANINDÉ,SUB TEN NUNES,PL,PL,14.0
CANINDÉ,SÉRGIO MARIANO,PSB,PSB,284.0
CANINDÉ,TECA MOTOTAXI,PMB,PMB,6.0
CANINDÉ,THAIS BAR,PL,PL,13.0
CANINDÉ,TOINHO DO S,PSD,PSD,38.0
CANINDÉ,TONHA COCO,PSD,PSD,61.0
CANINDÉ,URUBU,PSB,PSB,294.0
CANINDÉ,VALDEMAR FILHO,DEM,DEM,1180.0
CANINDÉ,VALDIRENE SERAFIM,PMN,PMN,1.0
CANINDÉ,VALNEDIR XIMENES,SOLIDARIEDADE,SOLIDARIEDADE,154.0
CANINDÉ,VANDA MENDES,SOLIDARIEDADE,SOLIDARIEDADE,45.0
CANINDÉ,VERA SALGADOS,PMB,PMB,20.0
CANINDÉ,VICTOR PONTES,PSD,PSD,416.0
CANINDÉ,WELLINGTON PASSOS,SOLIDARIEDADE,SOLIDARIEDADE,71.0
CANINDÉ,WILAME OLIVEIRA,PC do B,PC do B,97.0
CANINDÉ,YUAN JORGE,PC do B,PC do B,50.0
CANINDÉ,ZE BACARRAU,SOLIDARIEDADE,SOLIDARIEDADE,132.0
CANINDÉ,ZÉ ALBERTO,PL,PL,32.0
CANINDÉ,ZÉ ALMIR,PT,PT,196.0
CAPISTRANO,ADOLFO FARIAS,PSB,PSB,117.0
CAPISTRANO,ADRIANO QUEIROZ,PSB,PSB,501.0
CAPISTRANO,ALCIO SILVA,PSB,PSB,220.0
CAPISTRANO,ALEXANDRE DO SOUSA,PT,PT,173.0
CAPISTRANO,ALISSON QUEIROS,PT,PT,206.0
CAPISTRANO,ANA PAULA,PSD,PSD,63.0
CAPISTRANO,ANGÉLICA DO PESQUEIRO,PSL,PSL,10.0
CAPISTRANO,ANTONILDO,PDT,PDT,111.0
CAPISTRANO,BONY ART,PSB,PSB,275.0
CAPISTRANO,CARLIM DO ANTÔNIO DO MESTRE,PSL,PSL,187.0
CAPISTRANO,CHICO ANTONIO,PSD,PSD,79.0
CAPISTRANO,CHÚ,PSD,PSD,44.0
CAPISTRANO,CLAUDINHO DO BEIÉ,PSD,PSD,310.0
CAPISTRANO,CLETO ALVES,PSD,PSD,476.0
CAPISTRANO,CRISTIANO DA LAGOINHA,PT,PT,270.0
CAPISTRANO,CRISTIANO DO PT,PT,PT,196.0
CAPISTRANO,DAIANA,DEM,DEM,16.0
CAPISTRANO,DANI DO GULOSEIMAS,PSB,PSB,14.0
CAPISTRANO,DELEGADO JOEL MORAIS,DEM,DEM,679.0
CAPISTRANO,DJALMA DO PT,PT,PT,31.0
CAPISTRANO,DUDU MOTOS,PSB,PSB,97.0
CAPISTRANO,EDSON MATOS,PSL,PSL,35.0
CAPISTRANO,ELIANE SARAIVA,PT,PT,2.0
CAPISTRANO,ELIAS SARAIVA,PSD,PSD,101.0
CAPISTRANO,FELIX ARAÚJO,DEM,DEM,561.0
CAPISTRANO,FERNANDO ARAÚJO,PSB,PSB,297.0
CAPISTRANO,FERNANDO MOREIRA,PDT,PDT,34.0
CAPISTRANO,GIRLANIA,PDT,PDT,16.0
CAPISTRANO,GLEISON DO PESQUEIRO,PT,PT,90.0
CAPISTRANO,GORETE MENDES,PT,PT,93.0
CAPISTRANO,HELENA DO ASSIS,PSD,PSD,118.0
CAPISTRANO,HORACIO PEÃO,DEM,DEM,26.0
CAPISTRANO,INSPETOR CARLOS MORAIS,DEM,DEM,7.0
CAPISTRANO,IRMÂ HABIKEYLHA,PSD,PSD,81.0
CAPISTRANO,ISAIAS XAVIER,PSD,PSD,522.0
CAPISTRANO,IVAN DA LAGOINHA,PT,PT,241.0
CAPISTRANO,JACK LANCHES,PSB,PSB,12.0
CAPISTRANO,JANUSA NÁGILA,DEM,DEM,5.0
CAPISTRANO,JK,PT,PT,48.0
CAPISTRANO,JUNIOR DA RÁDIO,PSD,PSD,390.0
CAPISTRANO,JUSIE RIBEIRO,PSL,PSL,20.0
CAPISTRANO,LÉO BOIADEIRO,DEM,DEM,337.0
CAPISTRANO,MADALENA VIANA,PSL,PSL,16.0
CAPISTRANO,MANOEL DOS CAJUÁS,PSB,PSB,480.0
CAPISTRANO,MARTA MENDONÇA,PSD,PSD,380.0
CAPISTRANO,MÁRCIA COSTA,PSL,PSL,9.0
CAPISTRANO,NACELIO DO MARMORÉ,PT,PT,289.0
CAPISTRANO,NAYARA BARBOSA,PT,PT,3.0
CAPISTRANO,NAZARÉ DO BENÍZIO,PSL,PSL,259.0
CAPISTRANO,NEGÃO DO ZÉ MIGUEL,DEM,DEM,127.0
CAPISTRANO,PAULO ROBERTO,PT,PT,107.0
CAPISTRANO,PEDRO MIGUEL,DEM,DEM,566.0
CAPISTRANO,PRETO DO PAREDÃO,PT,PT,408.0
CAPISTRANO,PROFESSOR ARTUR,PV,PV,13.0
CAPISTRANO,PROFESSOR IVANILDO,PSD,PSD,77.0
CAPISTRANO,PROFESSORA FLAVIA,PT,PT,2.0
CAPISTRANO,RAIMUNDO BODOCO,DEM,DEM,138.0
CAPISTRANO,REGIS DO TAXI,DEM,DEM,260.0
CAPISTRANO,RONALTO DE CAPISTRANO,PSL,PSL,6.0
CAPISTRANO,ROZANGELA,PSB,PSB,2.0
CAPISTRANO,SANDRINHA,DEM,DEM,11.0
CAPISTRANO,SUZY,PSD,PSD,336.0
CAPISTRANO,TADEU DA CARQUEIJA,PSD,PSD,315.0
CAPISTRANO,TADEU LANCHEFE,PSL,PSL,30.0
CAPISTRANO,TAXISTA RONDI DO PESQUEIRO,PSL,PSL,148.0
CAPISTRANO,THANIELY,DEM,DEM,10.0
CAPISTRANO,TOINHO DO SINELSO,PSB,PSB,244.0
CAPISTRANO,VALDENIA FREITAS,PT,PT,70.0
CAPISTRANO,VANDINHA,PSD,PSD,357.0
CAPISTRANO,VINICIUS SARAIVA,PSD,PSD,553.0
CAPISTRANO,ZÉ LINO MACEDO,PSL,PSL,18.0
CARIDADE,ADALBERTO TEIXEIRA,PTB,PTB,560.0
CARIDADE,ALEXANDRE DA TOPIC,PDT,PDT,708.0
CARIDADE,ALTEMAR BRAGA,PSD,PSD,241.0
CARIDADE,ANTONIO NETO,PTB,PTB,495.0
CARIDADE,BRENNA FREITAS,PT,PT,682.0
CARIDADE,CASULA,PDT,PDT,6.0
CARIDADE,CICERO DO DOMINGOS,PDT,PDT,835.0
CARIDADE,CILEUDA DO ZÉ BOTELHO,PTB,PTB,104.0
CARIDADE,CLAUDIA SANTOS,PDT,PDT,16.0
CARIDADE,DEMIR DO NAMBI,PDT,PDT,6.0
CARIDADE,DIASSIS ROQUE DIM,PT,PT,252.0
CARIDADE,DRA SONIA,PT,PT,74.0
CARIDADE,EDVAN ABREU,PT,PT,83.0
CARIDADE,ELIZANGELA MARTINS,PTB,PTB,14.0
CARIDADE,ERIVALDO FERNANDES,PDT,PDT,838.0
CARIDADE,EUDES POUPA GANHA,PTB,PTB,17.0
CARIDADE,FABINHO DO ESPORTE,PT,PT,425.0
CARIDADE,FELIPÃO,PSD,PSD,20.0
CARIDADE,FRANCISCA ALVES,PT,PT,5.0
CARIDADE,GABRIEL PONCIANO,PT,PT,122.0
CARIDADE,HEGLADSON FERREIRA,PSD,PSD,154.0
CARIDADE,HOMERO TAVARES,PDT,PDT,91.0
CARIDADE,IONE GONDIM,PTB,PTB,87.0
CARIDADE,IRANDIR,PTB,PTB,50.0
CARIDADE,IRMÂO PIRULITO,PT,PT,21.0
CARIDADE,ISABELLE DO ARCELINO,PDT,PDT,530.0
CARIDADE,ITAMAR FRANCO,PT,PT,218.0
CARIDADE,JULINHO DA SERRARIA,PTB,PTB,57.0
CARIDADE,JUNIOR DO PAULINHO,PT,PT,493.0
CARIDADE,JURANDI DO POVÃO,PT,PT,207.0
CARIDADE,LARYSSE MARIA,PSD,PSD,58.0
CARIDADE,LAURINHO,PDT,PDT,614.0
CARIDADE,LEONARDO DA PORTELINHA,PTB,PTB,11.0
CARIDADE,LIDIANE GOMES,PT,PT,83.0
CARIDADE,MARCELO BEZERRA,PSD,PSD,101.0
CARIDADE,MARCIO BEDU,PDT,PDT,19.0
CARIDADE,MARCIO PARENTE,PTB,PTB,691.0
CARIDADE,MARIA DIAS,PTB,PTB,32.0
CARIDADE,MAURO TIMBÓ,PT,PT,206.0
CARIDADE,MIRIAN BRITO,PT,PT,39.0
CARIDADE,NILDO,PDT,PDT,500.0
CARIDADE,ORLANDO VICTOR,PTB,PTB,674.0
CARIDADE,PAULINO BIRINDÔ,PDT,PDT,528.0
CARIDADE,PROFESSOR JOSAFA,PTB,PTB,116.0
CARIDADE,REGINALDO ROCHA,PSD,PSD,96.0
CARIDADE,REJANE VIEIRA,PTB,PTB,29.0
CARIDADE,RICARDO MATOS,PTB,PTB,546.0
CARIDADE,ROSELIANE NOGUEIRA,PSD,PSD,36.0
CARIDADE,SAD,PSD,PSD,830.0
CARIDADE,SILVANA ABREU,PTB,PTB,61.0
CARIDADE,SUELLEN INALDA,PDT,PDT,8.0
CARIDADE,TOTONHO,PT,PT,359.0
CARIDADE,WELLIGTON LOURÃO,PTB,PTB,55.0
CARIRIAÇU,ACÁCIO LEITE,PDT,PDT,1387.0
CARIRIAÇU,ADRIANA CALIXTO,PSD,PSD,1123.0
CARIRIAÇU,AILTON DA MIRAGEM,PSD,PSD,899.0
CARIRIAÇU,ALMIR CARNEIRO,PDT,PDT,278.0
CARIRIAÇU,ANA BATATA,PDT,PDT,169.0
