NM_MUNICIPIO,NM_VEREADOR,SG_PARTIDO_VEREADOR,DS_COMPOSICAO_COLIGACAO_VEREADOR,QT_VOTOS_VEREADOR
AMONTADA,NENO MENESES,PDT,PDT,645.0
AMONTADA,NICOLAU,MDB,MDB,264.0
AMONTADA,NION,MDB,MDB,590.0
AMONTADA,NONATINHO DA IMBIRIBA,PV,PV,84.0
AMONTADA,OZENETE BARBOSA,MDB,MDB,95.0
AMONTADA,PAULO BERG,MDB,MDB,1258.0
AMONTADA,PINGOTA,PT,PT,14.0
AMONTADA,PROFESSOR NARCELIO ALMEIDA,PT,PT,846.0
AMONTADA,PROFESSOR NINIL,PSD,PSD,56.0
AMONTADA,PROFESSOR PEDRO VIANA,PP,PP,499.0
AMONTADA,PROFESSORA CELIA BARROSO,PSD,PSD,33.0
AMONTADA,RAISSA RIBEIRO,PROS,PROS,1.0
AMONTADA,RAUL CACAU,PROS,PROS,727.0
AMONTADA,RITINHA DO SINDICATO,PT,PT,25.0
AMONTADA,ROBERIO ALBANO,PP,PP,803.0
AMONTADA,ROMARIA OLIVEIRA,PT,PT,55.0
AMONTADA,ROQUE BEZERRA DO NASCENTE,PP,PP,77.0
AMONTADA,ROSERLANDIA ALBINO OLIVEIRA,MDB,MDB,4.0
AMONTADA,SAMUEL RABELO,PSB,PSB,383.0
AMONTADA,SILVANOR,PP,PP,236.0
AMONTADA,SIRNARA SALDANHA,PP,PP,991.0
AMONTADA,SOBRINHO,MDB,MDB,743.0
AMONTADA,SUSANA OLIVEIRA,PT,PT,3.0
AMONTADA,TADEU DAS COXINHAS,PROS,PROS,133.0
AMONTADA,TADEU OLIVER,PT,PT,21.0
AMONTADA,THIAGO CASTRO,PDT,PDT,1.0
AMONTADA,VAGNER MOURA,PROS,PROS,723.0
AMONTADA,VALDEMIR DE MOITAS,MDB,MDB,736.0
AMONTADA,VALDENE DUARTE,PSD,PSD,20.0
AMONTADA,VALDENI MARQUES,PP,PP,206.0
AMONTADA,VELHO CHICO,PT,PT,35.0
AMONTADA,VERISSIMO TOTA,PV,PV,349.0
AMONTADA,VICENTE SILVA,PROS,PROS,275.0
AMONTADA,VILMAR RODRIGUES,PP,PP,268.0
AMONTADA,WYLENIO PRACIANO,PP,PP,46.0
AMONTADA,ZE DODO,PSB,PSB,85.0
AMONTADA,ZE SOARES,PT,PT,561.0
AMONTADA,ZETE DE ARENGAS,PV,PV,44.0
AMONTADA,ZEZINHO CARNEIRO,MDB,MDB,462.0
AMONTADA,ZEZINHO DA GOSTOSA,PV,PV,229.0
AMONTADA,ZÉ BARBOSA,MDB,MDB,574.0
AMONTADA,ZÉ PEZÃO,PV,PV,154.0
ANTONINA DO NORTE,ALEXANDRE DA MÁQUINA,PDT,PDT,196.0
ANTONINA DO NORTE,ANTONIETA PALÁCIO,PDT,PDT,293.0
ANTONINA DO NORTE,ANTONIO ALBERTO,PT,PT,85.0
ANTONINA DO NORTE,CAMILA ABREU,PT,PT,414.0
ANTONINA DO NORTE,CARLITO,PDT,PDT,14.0
ANTONINA DO NORTE,CELCIOMAR CARVALHO,MDB,MDB,92.0
ANTONINA DO NORTE,CHICÃO DO AÇUDE GRANDE,MDB,MDB,70.0
ANTONINA DO NORTE,DEBHORA ARAUJO,PSD,PSD,86.0
ANTONINA DO NORTE,EDNO FREITAS,PDT,PDT,345.0
ANTONINA DO NORTE,ELIDIANE DIAS,PTB,PTB,11.0
ANTONINA DO NORTE,ELIZABETE BATISTA,PT,PT,74.0
ANTONINA DO NORTE,ELMAR ALVES,MDB,MDB,176.0
ANTONINA DO NORTE,ESPEDITO DE MIRIAM,MDB,MDB,87.0
ANTONINA DO NORTE,GENTIL DA OFICINA,PDT,PDT,85.0
ANTONINA DO NORTE,JANY,PSDB,PSDB,65.0
ANTONINA DO NORTE,MARCIANA,PDT,PDT,48.0
ANTONINA DO NORTE,MIGUEL ARRAIS,PSD,PSD,250.0
ANTONINA DO NORTE,NEQUINHA,PSDB,PSDB,50.0
ANTONINA DO NORTE,NETO FIDELIS,PTB,PTB,35.0
ANTONINA DO NORTE,NOELMA FERREIRA,PT,PT,34.0
ANTONINA DO NORTE,PATRICIA PEREIRA,PSD,PSD,400.0
ANTONINA DO NORTE,RAYAN MOTA,PT,PT,107.0
ANTONINA DO NORTE,RENATO,PSDB,PSDB,41.0
ANTONINA DO NORTE,RONIM DIAS,PSD,PSD,358.0
ANTONINA DO NORTE,ROSANGELA ALENCAR,MDB,MDB,129.0
ANTONINA DO NORTE,RÔMULO SAMPAIO,MDB,MDB,276.0
ANTONINA DO NORTE,SALETE,PDT,PDT,338.0
ANTONINA DO NORTE,TALITA LINARD,PDT,PDT,366.0
ANTONINA DO NORTE,TENENTE PAULINO,PDT,PDT,216.0
ANTONINA DO NORTE,THIAGO ALENCAR,PT,PT,60.0
ANTONINA DO NORTE,VALDENI SOUZA,PSD,PSD,24.0
ANTONINA DO NORTE,WILSON QUIRINO,PT,PT,102.0
APUIARÉS,ARIMATEIA TEJU,PSB,PSB,543.0
APUIARÉS,ARNAILDO CASTRO,PT,PT,33.0
APUIARÉS,AURINEIDE DO OSMAR,PSB,PSB,134.0
APUIARÉS,CABO ALEXANDRE,PT,PT,143.0
APUIARÉS,CALANGO,PSB,PSB,91.0
APUIARÉS,CHARLYS GOMES,PSB,PSB,478.0
APUIARÉS,CID AMÂNCIO,PSB,PSB,191.0
APUIARÉS,CLAUDIA ALVES,PT,PT,26.0
APUIARÉS,COLARES,PSB,PSB,227.0
APUIARÉS,CONCEIÇÃO GOMES,PT,PT,310.0
APUIARÉS,CRISTINA AGUIAR,PSB,PSB,669.0
APUIARÉS,DEIVA,PSB,PSB,299.0
APUIARÉS,DIDI DO MONTE,PT,PT,167.0
APUIARÉS,DIÃO,PRTB,PRTB,24.0
APUIARÉS,DONA TEUMA,PDT,PDT,433.0
APUIARÉS,ENFERMEIRA EDINIZA,PT,PT,40.0
APUIARÉS,GILMÁRIA ALVES,PDT,PDT,626.0
APUIARÉS,LEANDRO PARCEIRO,PSB,PSB,44.0
APUIARÉS,MARCELO DA AUTO ESCOLA,PT,PT,101.0
APUIARÉS,MARCIO RALF,PT,PT,380.0
APUIARÉS,MARGARIDA,PDT,PDT,342.0
APUIARÉS,MARQUINHOS,PDT,PDT,413.0
APUIARÉS,MIGUEL SULINO,PSB,PSB,347.0
APUIARÉS,MÔNICA FREITAS,PSB,PSB,501.0
APUIARÉS,NEZIO,PDT,PDT,128.0
APUIARÉS,NOQUINHA,PSB,PSB,580.0
APUIARÉS,PROFESSOR ASSIS,PT,PT,117.0
APUIARÉS,TRANCREDO LOPES,PRTB,PRTB,66.0
APUIARÉS,ZE NETO,PT,PT,11.0
APUIARÉS,ZELIA CORDOLLA,PSB,PSB,378.0
APUIARÉS,ZÉ AURINO OU ZÉ DO POVO,PDT,PDT,515.0
APUIARÉS,ZÉ BOMBA,PSB,PSB,682.0
AQUIRAZ,AIRTON ASSUNÇÃO,PL,PL,1414.0
AQUIRAZ,ALBA MOISÉS,PDT,PDT,17.0
AQUIRAZ,ALDENIA DO BATOQUE,PSB,PSB,354.0
AQUIRAZ,ALDERLAN OLIVEIRA,PL,PL,520.0
AQUIRAZ,ALEX DA VANUZIA,PSB,PSB,1228.0
AQUIRAZ,ALEXSANDRA LOPES,PTC,PTC,246.0
AQUIRAZ,ALINE FREIRE,PC do B,PC do B,32.0
AQUIRAZ,AMANDA DO RENÊ,PP,PP,9.0
AQUIRAZ,ANTONIA GONÇALVES,PL,PL,27.0
AQUIRAZ,ARTEMIS NEVES,PP,PP,65.0
AQUIRAZ,AURELIO,PTC,PTC,436.0
AQUIRAZ,BABÁ,PDT,PDT,1628.0
AQUIRAZ,CARLOS CESAR,PC do B,PC do B,1832.0
AQUIRAZ,CHICO CARLOS,PDT,PDT,1767.0
AQUIRAZ,CHICO DIOGENES,PP,PP,929.0
AQUIRAZ,CHICO SOBRAL,PDT,PDT,338.0
AQUIRAZ,CHIQUINHO DO REBECA,PL,PL,255.0
AQUIRAZ,CLAUDINHA,PDT,PDT,6.0
AQUIRAZ,CLAUDIO DIÓGENES,PL,PL,1736.0
AQUIRAZ,CLAUDIO SILVA,PTC,PTC,159.0
AQUIRAZ,CLÁUDIA DA PESCA,PP,PP,764.0
AQUIRAZ,DEDÉ FOTÓGRAFO,PC do B,PC do B,79.0
AQUIRAZ,DENIS K,PTC,PTC,102.0
AQUIRAZ,DENO MENDES,PTC,PTC,226.0
AQUIRAZ,DIDI DA AMBULÂNCIA,PDT,PDT,436.0
AQUIRAZ,DIDI DO AQUIRAZ,PT,PT,33.0
AQUIRAZ,DIEGO QUEIROZ,PL,PL,828.0
AQUIRAZ,DILENE,PSB,PSB,5.0
AQUIRAZ,DJACIR DO CAMARÁ,PC do B,PC do B,97.0
AQUIRAZ,DONA AUGUSTA,PTC,PTC,8.0
AQUIRAZ,DR CLÁUDIO,PP,PP,839.0
AQUIRAZ,DR JOÃO FILHO,PP,PP,599.0
AQUIRAZ,DRA BIA,PL,PL,33.0
AQUIRAZ,DRA ELIANE FALCAO,PL,PL,310.0
AQUIRAZ,EDSON VALENTIM,PSB,PSB,110.0
AQUIRAZ,ERNILSON ASSUNÇÃO,PP,PP,43.0
AQUIRAZ,EVERTON ACACIO,PL,PL,203.0
AQUIRAZ,FABINHO DO ESPORTE,PP,PP,362.0
AQUIRAZ,FELIPE DE CASTRO,PC do B,PC do B,45.0
AQUIRAZ,FELIPE PAREIA,PTC,PTC,63.0
AQUIRAZ,FERNANDO DO PICÃO,PC do B,PC do B,1844.0
AQUIRAZ,FIA TUPUIÚ,PL,PL,392.0
AQUIRAZ,FLAVINHA DO LINDO,PSB,PSB,33.0
AQUIRAZ,FRANCISCA,PC do B,PC do B,1.0
AQUIRAZ,GISELLE DA MAURA,PSB,PSB,965.0
AQUIRAZ,HERBENIA DO DIOGUINHO,PP,PP,9.0
AQUIRAZ,JADER IMPORTS,PL,PL,23.0
AQUIRAZ,JAIR SILVA,PP,PP,1868.0
AQUIRAZ,JESUS MIGUEL,PTC,PTC,56.0
AQUIRAZ,JOAQUIM PAIVA,PL,PL,177.0
AQUIRAZ,JOCELIA,PSB,PSB,3.0
AQUIRAZ,JONAS ASSUNÇÃO,PL,PL,1093.0
AQUIRAZ,JORGE DO MACHUCA,PSB,PSB,102.0
AQUIRAZ,JOSIMAR DE CASTRO,PSB,PSB,1636.0
AQUIRAZ,JOSÉ CARLOS DO BIEL,PP,PP,163.0
AQUIRAZ,JOÃO HELIO,PTC,PTC,111.0
AQUIRAZ,JOÃO PAULO DANTAS,PP,PP,974.0
AQUIRAZ,JULIANA ZARANZA,PP,PP,3.0
AQUIRAZ,JÂNIO SOARES,PDT,PDT,104.0
AQUIRAZ,KAROL PAIVA,PDT,PDT,9.0
AQUIRAZ,KAYRO DO MJAC,PSB,PSB,296.0
AQUIRAZ,KIKO FREITAS,PDT,PDT,61.0
AQUIRAZ,LIMA DA PAZ,PTC,PTC,9.0
AQUIRAZ,LOURA DO CAMARÁ,PDT,PDT,4.0
AQUIRAZ,LUCIA GOMES,PL,PL,20.0
AQUIRAZ,MAGUIN FREITAS,PDT,PDT,1145.0
AQUIRAZ,MANINHO DA NEILA,PL,PL,238.0
AQUIRAZ,MANU MATOS,PL,PL,323.0
AQUIRAZ,MARCIO BREGEIRA,PL,PL,88.0
AQUIRAZ,MARGARIDA,PC do B,PC do B,9.0
AQUIRAZ,MARJORIE DA RITELZA,PTC,PTC,96.0
AQUIRAZ,MARNEI,PSB,PSB,1071.0
AQUIRAZ,MAURICIO,PL,PL,1420.0
AQUIRAZ,MISSIONARIO FERREIRINHA,PRTB,PRTB,2.0
AQUIRAZ,MISSIONÁRIO LIMA,PTC,PTC,54.0
AQUIRAZ,MISTER SAMPA,PL,PL,154.0
AQUIRAZ,MOYSES FREITAS,PC do B,PC do B,106.0
AQUIRAZ,NATERCIA BAIMA,PP,PP,1.0
AQUIRAZ,NEGO DE AQUIRAZ,PP,PP,27.0
AQUIRAZ,NEIDE BENEVIDES,PTC,PTC,40.0
AQUIRAZ,NEIDE QUEIROZ,PDT,PDT,2470.0
AQUIRAZ,NETO DA JOJÓ,PDT,PDT,174.0
AQUIRAZ,NEY PIRES,PP,PP,969.0
AQUIRAZ,NONATO DO DERICO,PL,PL,320.0
AQUIRAZ,PAULO CESAR,PTC,PTC,66.0
AQUIRAZ,PAULO RICARDO,PTC,PTC,26.0
AQUIRAZ,PEDRINHO MECÂNICO,PP,PP,896.0
AQUIRAZ,PEDRO BENEVIDES,PSB,PSB,30.0
AQUIRAZ,PENINHA,PL,PL,1230.0
AQUIRAZ,POROCA,PRTB,PRTB,4.0
AQUIRAZ,PROF JOÃO DO REBECA,PSB,PSB,379.0
AQUIRAZ,PROFESSOR MAGELA,PP,PP,18.0
AQUIRAZ,PROFESSORA LOILDE,PL,PL,746.0
AQUIRAZ,RAIMUNDO ROCHA,PT,PT,15.0
AQUIRAZ,REJANE ABREU,PT,PT,17.0
AQUIRAZ,RICARDSSON SANTANA,PC do B,PC do B,1476.0
AQUIRAZ,ROBSON LEITE,PTC,PTC,254.0
AQUIRAZ,RONALDO,PSB,PSB,590.0
AQUIRAZ,SARGENTO LANDIM,PTC,PTC,281.0
AQUIRAZ,SARNEY PATACAS,PL,PL,6.0
AQUIRAZ,SAYKON CLÁUDIO,PDT,PDT,226.0
AQUIRAZ,SOCORRO BARROS,PT,PT,29.0
AQUIRAZ,TATA,PC do B,PC do B,1.0
AQUIRAZ,TEREZINHA,PTC,PTC,374.0
AQUIRAZ,THIAGO HERMAN,PTC,PTC,14.0
AQUIRAZ,THIAGUINHO DO POVÃO,PP,PP,30.0
AQUIRAZ,TIA CLEIDE,PSB,PSB,155.0
AQUIRAZ,VALDISIO DA PRAINHA,PC do B,PC do B,217.0
AQUIRAZ,VANDINHO,PDT,PDT,2064.0
AQUIRAZ,VANICARLOS,PSB,PSB,16.0
ARACATI,ADRIAN CARLOS,PDT,PDT,121.0
ARACATI,ALBERTO CARLOS,PDT,PDT,88.0
ARACATI,ALEMÃO,PT,PT,9.0
ARACATI,ALESSANDRO BRITES,PDT,PDT,22.0
ARACATI,ALEX PONCIANO,PT,PT,28.0
ARACATI,ALEXANDRE PEREIRA,PT,PT,145.0
ARACATI,ALISSON SILVA,PL,PL,1.0
ARACATI,ALMERIO GRAÇA,PT,PT,69.0
ARACATI,ALMIR GOMES,MDB,MDB,847.0
ARACATI,ALVACY VAVÁ,PTB,PTB,64.0
ARACATI,ANDREI FREIRE,PTB,PTB,1043.0
ARACATI,ANINHA,PDT,PDT,106.0
ARACATI,ANNA ALMEIDA,PV,PV,2.0
ARACATI,ARMANDO DA BRISA MAR,PDT,PDT,18.0
ARACATI,ARTUR COSTA LIMA,PV,PV,722.0
ARACATI,ASSIS DE CANOA,PSC,PSC,123.0
ARACATI,BETO BUGUEIRO,PL,PL,1182.0
ARACATI,BIEFASHION,PV,PV,32.0
ARACATI,BOMBOM,PV,PV,419.0
ARACATI,BRUNO FEITOSA,MDB,MDB,408.0
ARACATI,CARLA BRAGA,PC do B,PC do B,54.0
ARACATI,CARLITO MANOEL,PDT,PDT,24.0
ARACATI,CHICO  ROCHA,PSC,PSC,733.0
ARACATI,CIROMAR MOTOTAXI,MDB,MDB,25.0
ARACATI,CLAUDINHO DO CAJUEIRO,PV,PV,5.0
ARACATI,CÔCA,PDT,PDT,80.0
ARACATI,DAVI SIMÃO,PDT,PDT,46.0
ARACATI,DEDE DE MARINEZ,PL,PL,67.0
ARACATI,DIANA DO TABULEIRO,MDB,MDB,19.0
ARACATI,DIANO,PL,PL,258.0
ARACATI,DR EVALDO SILVA,MDB,MDB,657.0
ARACATI,DR FALCÃO,PV,PV,1533.0
ARACATI,DR SERGIO RICARDO,PL,PL,1001.0
ARACATI,DR XAVIER FILHO,MDB,MDB,926.0
ARACATI,DR. WALNEI,PSC,PSC,495.0
ARACATI,EDILSON FERREIRA,MDB,MDB,842.0
ARACATI,EDNILSON FERREIRA,PT,PT,180.0
ARACATI,ELENILSON,PSB,PSB,15.0
ARACATI,ELIOMAR,PSB,PSB,1.0
ARACATI,ELVYSON BERNARDES,PTB,PTB,889.0
ARACATI,EVANNIEL CARVALHO,PTB,PTB,506.0
ARACATI,FABIANA FERNANDES,PT,PT,384.0
ARACATI,FERNANDO MOTO TÁXI,PV,PV,20.0
ARACATI,FRANCILENE LIMA,MDB,MDB,59.0
ARACATI,FRANCINALVA MEDEIROS,PC do B,PC do B,50.0
ARACATI,FRANK HALEY,MDB,MDB,446.0
ARACATI,FREDY DE TANTICO,PT,PT,11.0
ARACATI,FÁBIO LOPES,PSC,PSC,37.0
ARACATI,GERLANDE OLIVEIRA,PL,PL,159.0
ARACATI,GISLENE ALENCAR FALCÃO,PT,PT,53.0
ARACATI,GORDIM DO CAMARÃO,MDB,MDB,476.0
ARACATI,GUNGA DO PEDREGAL,PDT,PDT,28.0
ARACATI,ILDA,PTB,PTB,1217.0
ARACATI,IRMÃ IZABEL,PV,PV,21.0
ARACATI,IRMÃ LUCINEIDE,PSC,PSC,33.0
ARACATI,IRMÃ MIRIAN,PSC,PSC,396.0
ARACATI,IRMÃO ELENILDO DA VOLTA,PT,PT,395.0
ARACATI,IRMÃO HEBERT,MDB,MDB,530.0
ARACATI,IRMÃO LUIZINHO,PTB,PTB,243.0
ARACATI,IVAN FERREIRA,PDT,PDT,898.0
ARACATI,IVAN SILVÉRIO,PDT,PDT,882.0
ARACATI,IVANILDO BARROS,PSC,PSC,697.0
ARACATI,JAILSON COSTA,PV,PV,325.0
ARACATI,JANETE DE SANTA TEREZA,PTB,PTB,573.0
ARACATI,JESSYKA ANGELL,PTB,PTB,25.0
ARACATI,JHEIMISON SOUSA,PDT,PDT,306.0
ARACATI,JOCELIO GONDIM,MDB,MDB,976.0
ARACATI,JOSENI,PTB,PTB,623.0
ARACATI,JOÃO EUDES,PTB,PTB,1001.0
ARACATI,JOÃO PAULO GUAIAMUM,PC do B,PC do B,434.0
ARACATI,JULINHO REBOUÇAS,PV,PV,360.0
ARACATI,JUSCELINO SOBREIRA,PTB,PTB,44.0
ARACATI,JÚNIOR PRAXEDES,PV,PV,687.0
ARACATI,KAIO MONTEIRO,PT,PT,16.0
ARACATI,KAKÁ SOLHEIRO,PV,PV,790.0
ARACATI,KARENINA GONDIM,PTB,PTB,98.0
ARACATI,KAROLINE,PDT,PDT,21.0
ARACATI,LEONARDO DA AUTO ESCOLA,PV,PV,294.0
ARACATI,LERSANDRA RODRIGUES,PL,PL,10.0
ARACATI,LETÍCIA ALVES,MDB,MDB,12.0
ARACATI,LILIAN MORAIS,PC do B,PC do B,11.0
ARACATI,LUCCA,PT,PT,128.0
ARACATI,LUCIANE BRANDÃO,PV,PV,13.0
ARACATI,LUCIMAR DE MAJORLANDIA,PT,PT,207.0
ARACATI,LUCINHA FERNANDEZ,PT,PT,22.0
ARACATI,LULA MORAIS,PC do B,PC do B,267.0
ARACATI,MAGNO COSTA,MDB,MDB,1292.0
ARACATI,MANINHO DA GUARDA,PC do B,PC do B,147.0
ARACATI,MARCELO PORTO,PTB,PTB,1058.0
ARACATI,MARCOS MONTEIRO,PL,PL,912.0
ARACATI,MAREZINHA,PDT,PDT,50.0
ARACATI,MARILDA MARTINS,PDT,PDT,89.0
ARACATI,MARTA MONTEIRO,PV,PV,25.0
ARACATI,MIRLENE,PDT,PDT,18.0
ARACATI,NELSON  DA FARMÁCIA,PT,PT,17.0
ARACATI,NEULIETE LIMA,MDB,MDB,36.0
ARACATI,NILSON SOUSA,PT,PT,71.0
ARACATI,NUBIA LOPES,PT,PT,457.0
ARACATI,ORLANDO FERREIRA,MDB,MDB,677.0
ARACATI,OSVALDO,PL,PL,2.0
ARACATI,PASTOR FRANCO,PL,PL,216.0
ARACATI,PASTORA IVONE,PSC,PSC,4.0
ARACATI,PAULO GOMES,PC do B,PC do B,12.0
ARACATI,PRETA DO CÓRREGO DOS FERNANDES,MDB,MDB,58.0
ARACATI,PROFESSOR ANDRÉ,PC do B,PC do B,59.0
ARACATI,PROFESSOR JOAB,PV,PV,65.0
ARACATI,PROFESSOR MENDES,MDB,MDB,834.0
ARACATI,PROFESSOR VICTOR,PT,PT,104.0
ARACATI,PROFESSORA NADIR,PC do B,PC do B,27.0
ARACATI,RAIMUNDA LUCIA,PT,PT,618.0
ARACATI,RAPOSINHA,MDB,MDB,79.0
ARACATI,RICARDO SALES,PL,PL,1354.0
ARACATI,RIVÂNÍO SILVA,MDB,MDB,119.0
ARACATI,RIZELDA FLORÊNCIO,MDB,MDB,41.0
ARACATI,ROBERTA,PTB,PTB,2433.0
ARACATI,ROBERTO ARAÚJO DA SANTA TERESA,PV,PV,429.0
ARACATI,RODRIGO PINHEIRO,PTB,PTB,684.0
ARACATI,SANDRINHA,PV,PV,618.0
ARACATI,SIMONE SILVÉRIO,PTB,PTB,107.0
ARACATI,SONIA DO HOSPITAL,PV,PV,177.0
ARACATI,SÂMIA MORENO,MDB,MDB,12.0
ARACATI,TÁCITO FORTE,MDB,MDB,465.0
ARACATI,VAGNER ALCANTARA,PT,PT,264.0
ARACATI,VALÉRIA BRAGA,PL,PL,298.0
ARACATI,VITÓRIA ALESSANDRA,PV,PV,32.0
ARACATI,WELLINGTON REIS,PSC,PSC,91.0
ARACATI,ZÉ MAURO DA BEIRADA,PL,PL,230.0
ARACOIABA,ALFREDO YARID,PSD,PSD,221.0
ARACOIABA,ANA MOREIRA,PP,PP,129.0
ARACOIABA,BITONIO DO SENHOR,PL,PL,385.0
ARACOIABA,BRUNO BARROS,DEM,DEM,35.0
ARACOIABA,CEIÇA,DEM,DEM,805.0
ARACOIABA,CHICO DA LAGOA,PP,PP,496.0
ARACOIABA,CHIQUINHO DA CAGECE,PP,PP,101.0
ARACOIABA,CHIQUINHO PROFESSOR,PDT,PDT,180.0
ARACOIABA,DAISE BRITO,PDT,PDT,636.0
ARACOIABA,DARLEY FELIPE,PMN,PMN,138.0
ARACOIABA,DAYANA PASSOS,PL,PL,292.0
ARACOIABA,DE ASSIS,PP,PP,111.0
ARACOIABA,DE ASSIS DA PEDRINA,PSD,PSD,700.0
ARACOIABA,DECIR DO ANTÔNIO MARIANO,PSD,PSD,80.0
ARACOIABA,DELANO TAXISTA,PP,PP,127.0
ARACOIABA,DEMÉTRIO AGUIAR,DEM,DEM,72.0
ARACOIABA,DIEGO PAZ,PP,PP,899.0
ARACOIABA,EDNA DO HOSPITAL,PP,PP,183.0
ARACOIABA,ELIANE DE CANINHAS,PP,PP,115.0
ARACOIABA,ELIELDO JORGE,PL,PL,301.0
ARACOIABA,ELVIS DA ACADEMIA,PODE,PODE,14.0
ARACOIABA,ESPOSA DO NEGUINHO,PSD,PSD,258.0
ARACOIABA,ESTELITA VIANA,DEM,DEM,258.0
ARACOIABA,EURIVAN,PDT,PDT,135.0
ARACOIABA,EVANDRO DIVULGAÇÕES,PMN,PMN,18.0
ARACOIABA,FERNANDO,PDT,PDT,504.0
ARACOIABA,FÁBIO GALVÃO,PL,PL,63.0
ARACOIABA,GILDO VIANA,DEM,DEM,138.0
ARACOIABA,GILVAN,PSD,PSD,30.0
ARACOIABA,IVELTON FERNANDES,DEM,DEM,819.0
ARACOIABA,JANAINA,PDT,PDT,229.0
ARACOIABA,JOSELMAR,PDT,PDT,351.0
ARACOIABA,JOSÉ WILSON,PSD,PSD,545.0
ARACOIABA,JOYCE CRISTINA,PL,PL,749.0
ARACOIABA,JUNIOR PAZ,PDT,PDT,276.0
ARACOIABA,KARLIANA ARAÚJO,PL,PL,243.0
ARACOIABA,KASSIO MENEZES,PSD,PSD,27.0
ARACOIABA,LAYANA REZENDE,PMN,PMN,58.0
ARACOIABA,LEILA,PDT,PDT,26.0
ARACOIABA,LIOCELIO,PP,PP,108.0
ARACOIABA,LOURO DO SORVETE,PL,PL,412.0
ARACOIABA,LUAN MÁRIO,PSD,PSD,125.0
ARACOIABA,LURDINHA,PMN,PMN,4.0
ARACOIABA,MARCIO CARAO,PP,PP,49.0
ARACOIABA,MARIA LUCIA,PODE,PODE,33.0
ARACOIABA,MARLENE FREITAS,PP,PP,88.0
ARACOIABA,MAURO CESAR,PL,PL,41.0
ARACOIABA,MAURO DO TAXI,PL,PL,113.0
ARACOIABA,MAYARA,PSD,PSD,74.0
ARACOIABA,MAYCON FERNANDES,DEM,DEM,347.0
ARACOIABA,NAILA DO BAIXIO,PP,PP,70.0
ARACOIABA,NANIM,PL,PL,391.0
ARACOIABA,NARGILA,PDT,PDT,24.0
ARACOIABA,NATÁLIA ROCHA,PT,PT,7.0
ARACOIABA,NAZARENO BEZERRA,DEM,DEM,415.0
ARACOIABA,OZARINA,PDT,PDT,58.0
ARACOIABA,PEDRO CAMPELO,PP,PP,1183.0
ARACOIABA,PROF. PADUA,PP,PP,71.0
ARACOIABA,PROF. THIAGO,PDT,PDT,624.0
ARACOIABA,PROFESSORA CÉLIA BRASIL,PSD,PSD,86.0
ARACOIABA,REILTON,PDT,PDT,552.0
ARACOIABA,RITA DO MARCINHO,DEM,DEM,71.0
ARACOIABA,RITINHA CABELEIREIRA,DEM,DEM,49.0
ARACOIABA,ROBERTÃO DO POVÃO,PMN,PMN,5.0
ARACOIABA,ROCILDA,PMN,PMN,9.0
ARACOIABA,ROGÉRIO ALEXANDRE,PL,PL,504.0
ARACOIABA,RONALDO MELO,PDT,PDT,47.0
ARACOIABA,SALES,PMN,PMN,11.0
ARACOIABA,SANDRA DANTAS,PSD,PSD,50.0
ARACOIABA,SANINHO DE IDEAL,PMN,PMN,5.0
ARACOIABA,SELMA BEZERRA,PDT,PDT,779.0
ARACOIABA,SIDNEY BRASIL,PDT,PDT,490.0
ARACOIABA,SÉRGIO DO AÇAÍ,PODE,PODE,6.0
ARACOIABA,TICO,PP,PP,573.0
ARACOIABA,TOINHA DA PASSAGEM FUNDA,PL,PL,135.0
ARACOIABA,VALÉRIA BEZERRA,PSD,PSD,167.0
ARACOIABA,WESLEY RIBEIRO,DEM,DEM,72.0
ARACOIABA,WLADIMIR BERNARDINO,DEM,DEM,184.0
ARACOIABA,ZEUDO,PDT,PDT,221.0
ARACOIABA,ZÉ NETO,PDT,PDT,313.0
ARARENDÁ,AGNALDO COSTA,PT,PT,453.0
ARARENDÁ,BETINHA ANDRE,PT,PT,90.0
ARARENDÁ,CABILOURO,PT,PT,307.0
ARARENDÁ,CARLINHOS DA SERRARIA,PT,PT,41.0
ARARENDÁ,CARLOS ALEXANDRE,PT,PT,334.0
ARARENDÁ,CHICO CARVÃO,PDT,PDT,26.0
ARARENDÁ,CLESIVAN TARGINO,PSD,PSD,1022.0
ARARENDÁ,CREUZA MOURA,PT,PT,71.0
ARARENDÁ,FANCA MELO,PDT,PDT,245.0
ARARENDÁ,FRANCISCA MARIA,PDT,PDT,14.0
ARARENDÁ,FRANCISCO DANIEL,PDT,PDT,31.0
ARARENDÁ,GUILHERME MOURÃO,PT,PT,428.0
ARARENDÁ,IVONE GOMES,PDT,PDT,24.0
ARARENDÁ,JOSÉ NILSON,PT,PT,254.0
ARARENDÁ,LUIS DE MATOS,PT,PT,93.0
ARARENDÁ,LUZERLANI RODRIGUES,PT,PT,338.0
ARARENDÁ,OLAVIA BARBOSA,PT,PT,30.0
ARARENDÁ,RACHEL EDUARDO,PT,PT,1480.0
ARARENDÁ,RAIMUNDINHO MARIANO,PT,PT,257.0
ARARENDÁ,SALES ANDRE,PT,PT,514.0
ARARENDÁ,SASKIA MOURÃO,PSD,PSD,4.0
ARARENDÁ,VICENTE BEZERRA,PDT,PDT,476.0
ARARIPE,ARLETE FORTALEZA,PSD,PSD,275.0
ARARIPE,BOSCO,PDT,PDT,444.0
